tool5can[SQ001],SearchReplace,tool5can\..*Compute Canada HPC,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Compute Canada HPC],,,,,,
tool5can[SQ002],SearchReplace,tool5can\..*University compute centre,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [University compute centre],,,,,,
tool5can[SQ003],SearchReplace,tool5can\..*Other HPC,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Other HPC],,,,,,
tool5can[SQ004],SearchReplace,tool5can\..*Cloud,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Cloud],,,,,,
tool5can[SQ005],SearchReplace,tool5can\..*Stand-alone server\(s\),Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Stand-alone server(s)],,,,,,
tool5can[SQ006],SearchReplace,tool5can\..*Laptop\/desktop,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Laptop/desktop],,,,,,
tool5can[SQ007],SearchReplace,tool5can\..*Mobile,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Mobile],,,,,,
tool5can[SQ009],Ignore,tool5can\..*GPU,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [GPU],,,,,,
tool5can[SQ008],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Other],,,,,,
tool5[SQ003],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [HPC],,,,,,
tool5[SQ004],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Cloud],,,,,,
tool5[SQ005],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Stand-alone server(s)],,,,,,
tool5[SQ006],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Laptop/desktop],,,,,,
tool5[SQ007],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Mobile],,,,,,
tool5[SQ009],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [GPU],,,,,,
tool5[SQ008],Ignore,,,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Other],,,,,,
ukrse3,SearchReplace,ukrse3,,,,,,How did you learn the skills you need to become a Research Software Engineer / Research Software Developer?,,,,,,
ukrse12de,,ukrse12de,,,,,,Would you like to attend a conference about software development in academia?,,,,,,
skill2,,skill2,,,,,,What three skills would you like to acquire or improve to help your work as a Research Software Engineer / Research Software Developer? The skills can be technical and non-technical,,,,,,
interviewtime,Delete,,,,,,,,,,,,,
groupTime1563,Delete,,,,,,,,,,,,,
socio1Time,Delete,,,,,,,,,,,,,
rse1Time,Delete,,,,,,,,,,,,,
edu1qdeTime,Delete,,,,,,,,,,,,,
edu1qnlTime,Delete,,,,,,,,,,,,,
edu1qusTime,Delete,,,,,,,,,,,,,
edu1qukTime,Delete,,,,,,,,,,,,,
edu1qnzlTime,Delete,,,,,,,,,,,,,
edu1qcanTime,Delete,,,,,,,,,,,,,
edu1qausTime,Delete,,,,,,,,,,,,,
edu1qnordTime,Delete,,,,,,,,,,,,,
edu1qworldTime,Delete,,,,,,,,,,,,,
edu2Time,Delete,,,,,,,,,,,,,
edu2qausTime,Delete,,,,,,,,,,,,,
edu4Time,Delete,,,,,,,,,,,,,
rse4deTime,Delete,,,,,,,,,,,,,
rse3Time,Delete,,,,,,,,,,,,,
soft2canTime,Delete,,,,,,,,,,,,,
soft1canTime,Delete,,,,,,,,,,,,,
likert0Time,Delete,,,,,,,,,,,,,
likert1Time,Delete,,,,,,,,,,,,,
groupTime1564,Delete,,,,,,,,,,,,,
currentEmp1Time,Delete,,,,,,,,,,,,,
currentEmp1qdeTime,Delete,,,,,,,,,,,,,
currentEmp1nlTime,Delete,,,,,,,,,,,,,
currentEmp2qarTime,Delete,,,,,,,,,,,,,
currentEmp2qdeTime,Delete,,,,,,,,,,,,,
currentEmp2qnlTime,Delete,,,,,,,,,,,,,
currentEmp2qukTime,Delete,,,,,,,,,,,,,
currentEmp2qusTime,Delete,,,,,,,,,,,,,
currentEmp2qzafTime,Delete,,,,,,,,,,,,,
currentEmp2qnzlTime,Delete,,,,,,,,,,,,,
currentEmp2qausTime,Delete,,,,,,,,,,,,,
currentEmp2qnorTime,Delete,,,,,,,,,,,,,
currentEmp2qfinTime,Delete,,,,,,,,,,,,,
currentEmp2qsweTime,Delete,,,,,,,,,,,,,
currentEmp20deqdeTime,Delete,,,,,,,,,,,,,
currentEmp21deqdeTime,Delete,,,,,,,,,,,,,
currentEmp22deqdeTime,Delete,,,,,,,,,,,,,
currentEmp23deqdeTime,Delete,,,,,,,,,,,,,
currentEmp24deqdeTime,Delete,,,,,,,,,,,,,
currentEmp20qusTime,Delete,,,,,,,,,,,,,
currentEmp5Time,Delete,,,,,,,,,,,,,
currentEmp6Time,Delete,,,,,,,,,,,,,
currentEmp60Time,Delete,,,,,,,,,,,,,
currentEmp12Time,Delete,,,,,,,,,,,,,
currentEmp9Time,Delete,,,,,,,,,,,,,
currentEmp10Time,Delete,,,,,,,,,,,,,
currentEmp11Time,Delete,,,,,,,,,,,,,
currentEmp13Time,Delete,,,,,,,,,,,,,
currentEmp13qausTime,Delete,,,,,,,,,,,,,
groupTime1565,Delete,,,,,,,,,,,,,
prevEmp1Time,Delete,,,,,,,,,,,,,
prevEmp1qdeTime,Delete,,,,,,,,,,,,,
prevEmp2Time,Delete,,,,,,,,,,,,,
groupTime1566,Delete,,,,,,,,,,,,,
currentWork1Time,Delete,,,,,,,,,,,,,
currentWork2Time,Delete,,,,,,,,,,,,,
paper2modTime,Delete,,,,,,,,,,,,,
conf1canTime,Delete,,,,,,,,,,,,,
conf2canTime,Delete,,,,,,,,,,,,,
proj1canTime,Delete,,,,,,,,,,,,,
proj2canTime,Delete,,,,,,,,,,,,,
proj7canTime,Delete,,,,,,,,,,,,,
proj8canTime,Delete,,,,,,,,,,,,,
stability1Time,Delete,,,,,,,,,,,,,
stability2Time,Delete,,,,,,,,,,,,,
proj4canTime,Delete,,,,,,,,,,,,,
proj5canTime,Delete,,,,,,,,,,,,,
open1canTime,Delete,,,,,,,,,,,,,
likert2Time,Delete,,,,,,,,,,,,,
open3deTime,Delete,,,,,,,,,,,,,
open1deTime,Delete,,,,,,,,,,,,,
proj5zafTime,Delete,,,,,,,,,,,,,
proj6zafTime,Delete,,,,,,,,,,,,,
train2Time,Delete,,,,,,,,,,,,,
train3Time,Delete,,,,,,,,,,,,,
fund2Time,Delete,,,,,,,,,,,,,
fund1canTime,Delete,,,,,,,,,,,,,
groupTime1567,Delete,,,,,,,,,,,,,
proj6ukTime,Delete,,,,,,,,,,,,,
groupTime1568,Delete,,,,,,,,,,,,,
likert4Time,Delete,,,,,,,,,,,,,
turnOver3Time,Delete,,,,,,,,,,,,,
turnOver6Time,Delete,,,,,,,,,,,,,
likert5Time,Delete,,,,,,,,,,,,,
likert3Time,Delete,,,,,,,,,,,,,
groupTime1569,Delete,,,,,,,,,,,,,
socio2Time,Delete,,,,,,,,,,,,,
socio20Time,Delete,,,,,,,,,,,,,
socio5qukTime,Delete,,,,,,,,,,,,,
socio5qusTime,Delete,,,,,,,,,,,,,
socio5usqusTime,Delete,,,,,,,,,,,,,
disa1Time,Delete,,,,,,,,,,,,,
socio3Time,Delete,,,,,,,,,,,,,
socio4qdeTime,Delete,,,,,,,,,,,,,
socio4qnlTime,Delete,,,,,,,,,,,,,
socio4qukTime,Delete,,,,,,,,,,,,,
socio4qusTime,Delete,,,,,,,,,,,,,
socio4qzafTime,Delete,,,,,,,,,,,,,
socio4qnzlTime,Delete,,,,,,,,,,,,,
socio4qausTime,Delete,,,,,,,,,,,,,
socio10deqdeTime,Delete,,,,,,,,,,,,,
socio11ausnzlqnzlTime,Delete,,,,,,,,,,,,,
socio11ausnzlqausTime,Delete,,,,,,,,,,,,,
socio12ausnzlqnzlTime,Delete,,,,,,,,,,,,,
socio12ausnzlqausTime,Delete,,,,,,,,,,,,,
socio13ausnzlqnzlTime,Delete,,,,,,,,,,,,,
socio13ausnzlqausTime,Delete,,,,,,,,,,,,,
socio14ausnzlqnzlTime,Delete,,,,,,,,,,,,,
socio14ausnzlqausTime,Delete,,,,,,,,,,,,,
groupTime1570,Delete,,,,,,,,,,,,,
ukrse1Time,Delete,,,,,,,,,,,,,
org1canTime,Delete,,,,,,,,,,,,,
org2canTime,Delete,,,,,,,,,,,,,
org3usTime,Delete,,,,,,,,,,,,,
org4usTime,Delete,,,,,,,,,,,,,
org5usTime,Delete,,,,,,,,,,,,,
tool2Time,Delete,,,,,,,,,,,,,
tool4canTime,Delete,,,,,,,,,,,,,
tool5canTime,Delete,,,,,,,,,,,,,
tool5Time,Delete,,,,,,,,,,,,,
ukrse3Time,Delete,,,,,,,,,,,,,
ukrse12deTime,Delete,,,,,,,,,,,,,
skill2Time,Delete,,,,,,,,,,,,,
